id_2,id_original,edad,sexo,entidad,escolaridad,zona,age_group,lengua_indigena,discapacidad,FE,educacion,ocupacion_semana_pasada,ocupacion_otra,relacion_jefe_hogar,relacion_jefe_otro,edad_jefe_hogar,sexo_jefe_hogar,sexo_jefe_otro,educacion_jefe_hogar,educacion_jefe_otro,personas_hogar,banos_completos,autos_hogar,internet_hogar,trabajaron_ultimo_mes,cuartos_dormir,discapacidad_largo_plazo,localidad_rural_urbana,localidad_otra,q_no_seguir_noticias,q_medios_verifican,q_redes_confiables,q_emergencia_redes,q_molestan_periodistas,q_coincide_no_busca,q_confio_abiertos,q_titular_enemigos,q_titular_ineficaces,q_discutir_redes,q_imposible_distinguir,q_comparte_desenmascarar,q_frase_voto1,q_frase_politicos,q_voto_insuficiente,q_otras_formas,q_politicos_preocupan,q_partidos_beneficio,q_acciones_cambio,q_redes_informarse,q_redes_emociones,q_ideologia,q_evita_hablar,q_gusto_hablar
OM1-0956,1929,59,Mujer,Campeche,Secundaria,Rural,45-59,No,No,80264.81,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Ninguno,Ninguno,No por falta de recursos,1,1,No,Rural,,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Derecha,No,De acuerdo
OM1-0957,1934,59,Mujer,Jalisco,Licenciatura o Ingeniería,Urbana,45-59,No,No,57429.64,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,2 o más,Sí,3,3,No,Urbana,,No sabe/No responde,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No sabe/No responde,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No sabe/No responde,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Centro,No,De acuerdo
OM1-0958,1935,57,Mujer,Chiapas,No estudió/ Otro,Rural,45-59,No,No,48010.35,Primaria completa,Trabajó con pago,,Padre o madre,,76.0,Mujer,,No estudió,,6,Uno,Ninguno,Sí,3,4,No,Rural,,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,En desacuerdo
OM1-0959,1936,40,Mujer,Guerrero,Secundaria,Urbana,35-44,No,No,71135.01,Preparatoria incompleta,Se dedicaba al hogar,,Cónyuge o pareja,,45.0,Hombre,,Secundaria completa,,6,Uno,Ninguno,No por falta de recursos,1,2,No,Urbana,,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,Sí,Ni de acuerdo ni en desacuerdo
OM1-0960,1937,50,Mujer,Guerrero,No estudió/ Otro,Rural,45-59,No,Sí,40273.89,Primaria incompleta,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Ninguno,Ninguno,"No, no lo quieren",1,1,Sí,Rural,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Con el voto decido lo que pasa en el país,No creo en la política ni en los políticos,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ninguna,No,En desacuerdo
OM1-0961,1938,44,Hombre,México,Preparatoria o bachillerato,Urbana,35-44,No,No,72375.16,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,2 o más,Ninguno,Sí,1,3,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Izquierda,No,De acuerdo
OM1-0962,1939,66,Mujer,México,Primaria,Urbana,60+,No,Sí,152594.84,Primaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Ninguno,Ninguno,Sí,1,2,Sí,Urbana,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Con el voto decido lo que pasa en el país,Creo en la política y en los políticos,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Izquierda,Sí,De acuerdo
OM1-0963,1940,53,Hombre,Guerrero,Secundaria,Urbana,45-59,No,No,64133.6,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Uno,Sí,1,1,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Votar no sirve para nada,"Creo en la política, pero no en los políticos",Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,De acuerdo
OM1-0964,1942,23,Mujer,México,Secundaria,Urbana,18-24,No,No,98050.06,Preparatoria completa,Vendía o hacía algún producto para vender,,Padre o madre,,43.0,Hombre,,Secundaria completa,,7,2 o más,Ninguno,Sí,4,5 o más,No,Urbana,,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Votar no sirve para nada,"Creo en la política, pero no en los políticos",En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ninguna,Sí,En desacuerdo
OM1-0965,1943,35,Hombre,México,Secundaria,Rural,35-44,No,No,90780.21,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Uno,Sí,2,2,No,Rural,,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Votar no sirve para nada,No sabe/No responde,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Izquierda,Sí,En desacuerdo
OM1-0966,1944,19,Mujer,México,Preparatoria o bachillerato,Rural,35-44,No,No,76715.65,Preparatoria incompleta,Estudiaba,,Hijo o hija,,55.0,Mujer,,Primaria completa,,4,Uno,Ninguno,"No, otra razón",1,2,No,Rural,,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Votar no sirve para nada,"Creo en la política, pero no en los políticos",Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,Sí,De acuerdo
OM1-0967,1944,41,Mujer,Ciudad de México,Primaria,Rural,18-24,No,No,134411.53,Preparatoria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Ninguno,Sí,2,4,No,Rural,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,Ninguna,Sí,En desacuerdo
OM1-0968,1945,28,Mujer,Campeche,Preparatoria o bachillerato,Urbana,25-34,No,No,78353.47,Preparatoria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Ninguno,Sí,1,2,No,Urbana,,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No sabe/No responde,No,De acuerdo
OM1-0969,1946,29,Mujer,México,Preparatoria o bachillerato,Urbana,25-34,No,No,95664.38,Preparatoria completa,Vendía o hacía algún producto para vender,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,6,Uno,Ninguno,Sí,Ninguno,2,No,Urbana,,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,No,De acuerdo
OM1-0970,1949,37,Mujer,Campeche,Secundaria,Rural,35-44,No,No,70221.45,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Uno,Sí,2,2,No,Rural,,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No sabe/No responde,No creo en la política ni en los políticos,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,Sí,De acuerdo
OM1-0971,1956,68,Mujer,Ciudad de México,Licenciatura o Ingeniería,Urbana,60+,No,No,70650.91,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,2 o más,Sí,3,2,No,Urbana,,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",Creo en la política y en los políticos,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,No,De acuerdo
OM1-0972,1962,41,Hombre,Sonora,Preparatoria o bachillerato,Urbana,35-44,No,No,61467.06,Licenciatura completa,Trabajó con pago,,Cónyuge o pareja,,38.0,Mujer,,Preparatoria completa,,5,Uno,Uno,Sí,2,3,No,Urbana,,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Centro,No,De acuerdo
OM1-0973,1967,28,Mujer,Jalisco,No sabe o no responde,Rural,25-34,No,No,59818.35,Secundaria completa,Se dedicaba al hogar,,"[Esp.] Otro, especifique",NIETA,73.0,Hombre,,No sabe/No responde,,7,Ninguno,Ninguno,Sí,3,2,No,Rural,,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No sabe/No responde,No sabe/No responde,Ni de acuerdo ni en desacuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Con el voto decido lo que pasa en el país,Creo en la política y en los políticos,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No sabe/No responde,Sí,Ni de acuerdo ni en desacuerdo
OM1-0974,1971,22,Hombre,Jalisco,No estudió/ Otro,Rural,18-24,No,Sí,48093.95,Primaria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Ninguno,Sí,2,2,Sí,Rural,,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Con el voto decido lo que pasa en el país,No creo en la política ni en los políticos,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ninguna,Sí,En desacuerdo
OM1-0975,1972,37,Mujer,Ciudad de México,Carrera técnica o comercial,Urbana,60+,No,No,89115.89,Licenciatura completa,Trabajó con pago,,Cónyuge o pareja,,38.0,Hombre,,Licenciatura completa,,3,2 o más,Uno,Sí,2,2,No,Urbana,,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Izquierda,No,De acuerdo
OM1-0976,1972,60,Mujer,México,Licenciatura o Ingeniería,Urbana,35-44,No,Sí,54416.22,Carrera comercial,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Uno,Sí,3,2,Sí,Urbana,,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Votar no sirve para nada,"Creo en la política, pero no en los políticos",En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Derecha,Sí,De acuerdo
OM1-0977,1974,45,Mujer,México,Maestría o especialidad,Rural,45-59,No,No,26808.65,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,2 o más,Ninguno,Sí,2,2,No,Rural,,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,En desacuerdo
OM1-0978,1976,79,Hombre,Jalisco,Primaria,Urbana,60+,No,No,99957.93,Primaria completa,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Ninguno,No sabe/No responde,Ninguno,1,No,Urbana,,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No sabe/No responde,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,No sabe/No responde,Con el voto decido lo que pasa en el país,Creo en la política y en los políticos,En desacuerdo,No sabe/No responde,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,No sabe/No responde,Izquierda,No,En desacuerdo
OM1-0979,1979,57,Hombre,Sonora,Primaria,Urbana,45-59,No,No,89992.33,Primaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Uno,Sí,No sabe/No responde,2,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,No sabe/No responde,No sabe/No responde,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No sabe/No responde,Sí está de acuerdo,Sí está de acuerdo,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,No sabe/No responde,No sabe/No responde,Izquierda,Sí,De acuerdo
OM1-0980,1987,18,Mujer,Jalisco,Secundaria,Urbana,18-24,No,No,101607.1,Preparatoria completa,Trabajó con pago,,Hijo o hija,,43.0,Hombre,,Secundaria completa,,5,Ninguno,Uno,Sí,1,2,No,Urbana,,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No sabe/No responde,Sí,Ni de acuerdo ni en desacuerdo
OM1-0981,1988,55,Hombre,Ciudad de México,Licenciatura o Ingeniería,Urbana,45-59,No,No,49060.34,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,2 o más,2 o más,Sí,1,4,No,Urbana,,No sabe/No responde,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,No sabe/No responde,Sí está de acuerdo,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Derecha,No,En desacuerdo
OM1-0982,1989,69,Hombre,México,Licenciatura o Ingeniería,Urbana,60+,No,Sí,39791.95,Licenciatura completa,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,2 o más,Uno,Sí,Ninguno,3,Sí,Urbana,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Centro,Sí,En desacuerdo
OM1-0983,1990,62,Mujer,Jalisco,Preparatoria o bachillerato,Rural,60+,No,Sí,91965.67,Preparatoria completa,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,Sí,Ninguno,1,Sí,Rural,,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Ni de acuerdo ni en desacuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",Creo en la política y en los políticos,No sabe/No responde,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Derecha,No,En desacuerdo
OM1-0984,1995,37,Hombre,México,Maestría o especialidad,Urbana,35-44,No,No,24834.13,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,6,Uno,2 o más,Sí,2,3,No,Urbana,,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Centro,Sí,En desacuerdo
OM1-0985,1998,65,Hombre,Jalisco,Preparatoria o bachillerato,Urbana,60+,No,No,58133.57,Licenciatura incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Uno,Sí,2,3,No,Urbana,,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ninguna,No,De acuerdo
OM1-0986,1999,55,Hombre,Ciudad de México,Secundaria,Urbana,45-59,No,Sí,86753.66,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Ninguno,"No, no lo quieren",1,1,Sí,Urbana,,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,Sí está de acuerdo,No está de acuerdo,Sí está de acuerdo,No está de acuerdo,No está de acuerdo,No está de acuerdo,No sabe/No responde,Sí está de acuerdo,Ni de acuerdo ni en desacuerdo,Votar no sirve para nada,No creo en la política ni en los políticos,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,No sabe/No responde,No sabe/No responde,Ninguna,Sí,Ni de acuerdo ni en desacuerdo
